timestamp,open,high,low,close,volume
2021-01-01 00:00:00+00:00,28923.63000000,29600.00000000,28624.57000000,29331.69000000,54182.92501100
2021-01-02 00:00:00+00:00,29331.70000000,33300.00000000,28946.53000000,32178.33000000,129993.87336200
2021-01-03 00:00:00+00:00,32176.45000000,34778.11000000,31962.99000000,33000.05000000,120957.56675000
2021-01-04 00:00:00+00:00,33000.05000000,33600.00000000,28130.00000000,31988.71000000,140899.88569000
2021-01-05 00:00:00+00:00,31989.75000000,34360.00000000,29900.00000000,33949.53000000,116049.99703800
2021-01-06 00:00:00+00:00,33949.53000000,36939.21000000,33288.00000000,36769.36000000,127139.20131000
2021-01-07 00:00:00+00:00,36769.36000000,40365.00000000,36300.00000000,39432.28000000,132825.70043700
2021-01-08 00:00:00+00:00,39432.48000000,41950.00000000,36500.00000000,40582.81000000,139789.95749900
2021-01-09 00:00:00+00:00,40586.96000000,41380.00000000,38720.00000000,40088.22000000,75785.97967500
2021-01-10 00:00:00+00:00,40088.22000000,41350.00000000,35111.11000000,38150.02000000,118209.54450300
2021-01-11 00:00:00+00:00,38150.02000000,38264.74000000,30420.00000000,35404.47000000,251156.13828700
2021-01-12 00:00:00+00:00,35410.37000000,36628.00000000,32531.00000000,34051.24000000,133948.15199600
2021-01-13 00:00:00+00:00,34049.15000000,37850.00000000,32380.00000000,37371.38000000,124477.91493800
2021-01-14 00:00:00+00:00,37371.38000000,40100.00000000,36701.23000000,39144.50000000,102950.38942100
2021-01-15 00:00:00+00:00,39145.21000000,39747.76000000,34408.00000000,36742.22000000,118300.92091600
2021-01-16 00:00:00+00:00,36737.43000000,37950.00000000,35357.80000000,35994.98000000,86348.43150800
2021-01-17 00:00:00+00:00,35994.98000000,36852.50000000,33850.00000000,35828.61000000,80157.72738400
2021-01-18 00:00:00+00:00,35824.99000000,37469.83000000,34800.00000000,36631.27000000,70698.11875000
2021-01-19 00:00:00+00:00,36622.46000000,37850.00000000,35844.06000000,35891.49000000,79611.30776900
2021-01-20 00:00:00+00:00,35901.94000000,36415.31000000,33400.00000000,35468.23000000,89368.42291800
2021-01-21 00:00:00+00:00,35468.23000000,35600.00000000,30071.00000000,30850.13000000,135004.07665800
2021-01-22 00:00:00+00:00,30851.99000000,33826.53000000,28850.00000000,32945.17000000,142971.68404900
2021-01-23 00:00:00+00:00,32950.00000000,33456.00000000,31390.16000000,32078.00000000,64595.28767500
2021-01-24 00:00:00+00:00,32078.00000000,33071.00000000,30900.00000000,32259.90000000,57978.03796600
2021-01-25 00:00:00+00:00,32259.45000000,34875.00000000,31910.00000000,32254.20000000,88499.22692100
2021-01-26 00:00:00+00:00,32254.19000000,32921.88000000,30837.37000000,32467.77000000,84972.20691000
2021-01-27 00:00:00+00:00,32464.01000000,32557.29000000,29241.72000000,30366.15000000,95911.96171100
2021-01-28 00:00:00+00:00,30362.19000000,33783.98000000,29842.10000000,33364.86000000,92621.14561700
2021-01-29 00:00:00+00:00,33368.18000000,38531.90000000,31915.40000000,34252.20000000,231827.00562600
2021-01-30 00:00:00+00:00,34246.28000000,34933.00000000,32825.00000000,34262.88000000,84889.68134000
2021-01-31 00:00:00+00:00,34262.89000000,34342.69000000,32171.67000000,33092.98000000,68742.28038400
2021-02-01 00:00:00+00:00,33092.97000000,34717.27000000,32296.16000000,33526.37000000,82718.27688200
2021-02-02 00:00:00+00:00,33517.09000000,35984.33000000,33418.00000000,35466.24000000,78056.65988000
2021-02-03 00:00:00+00:00,35472.71000000,37662.63000000,35362.38000000,37618.87000000,80784.33366300
2021-02-04 00:00:00+00:00,37620.26000000,38708.27000000,36161.95000000,36936.66000000,92080.73589800
2021-02-05 00:00:00+00:00,36936.65000000,38310.12000000,36570.00000000,38290.24000000,66681.33427500
2021-02-06 00:00:00+00:00,38289.32000000,40955.51000000,38215.94000000,39186.94000000,98757.31118300
2021-02-07 00:00:00+00:00,39181.01000000,39700.00000000,37351.00000000,38795.69000000,84363.67976300
2021-02-08 00:00:00+00:00,38795.69000000,46794.45000000,37988.89000000,46374.87000000,138597.53691400
2021-02-09 00:00:00+00:00,46374.86000000,48142.19000000,44961.09000000,46420.42000000,115499.86171200
2021-02-10 00:00:00+00:00,46420.42000000,47310.00000000,43727.00000000,44807.58000000,97154.18220000
2021-02-11 00:00:00+00:00,44807.58000000,48678.90000000,43994.02000000,47969.51000000,89561.08145400
2021-02-12 00:00:00+00:00,47968.66000000,48985.80000000,46125.00000000,47287.60000000,85870.03569700
2021-02-13 00:00:00+00:00,47298.15000000,48150.00000000,46202.53000000,47153.69000000,63768.09739900
2021-02-14 00:00:00+00:00,47156.78000000,49707.43000000,47014.17000000,48577.79000000,73735.47553300
2021-02-15 00:00:00+00:00,48580.47000000,49010.92000000,45570.79000000,47911.10000000,79398.15678400
2021-02-16 00:00:00+00:00,47911.10000000,50689.18000000,47003.62000000,49133.45000000,88813.26629800
2021-02-17 00:00:00+00:00,49133.45000000,52618.74000000,48947.00000000,52119.71000000,85743.63781800
2021-02-18 00:00:00+00:00,52117.67000000,52530.00000000,50901.90000000,51552.60000000,60758.04695400
2021-02-19 00:00:00+00:00,51552.61000000,56368.00000000,50710.20000000,55906.00000000,79659.77802000
2021-02-20 00:00:00+00:00,55906.00000000,57700.46000000,53863.93000000,55841.19000000,80948.20531400
2021-02-21 00:00:00+00:00,55841.19000000,58352.80000000,55477.59000000,57408.57000000,58166.70851100
2021-02-22 00:00:00+00:00,57412.35000000,57508.47000000,47622.00000000,54087.67000000,134019.43494400
2021-02-23 00:00:00+00:00,54087.67000000,54183.59000000,44892.56000000,48891.00000000,169375.02505100
2021-02-24 00:00:00+00:00,48891.00000000,51374.99000000,46988.69000000,49676.20000000,91881.20925200
2021-02-25 00:00:00+00:00,49676.21000000,52041.73000000,46674.34000000,47073.73000000,83310.67312100
2021-02-26 00:00:00+00:00,47073.73000000,48424.11000000,44106.78000000,46276.87000000,109423.20066300
2021-02-27 00:00:00+00:00,46276.88000000,48394.00000000,45000.00000000,46106.43000000,66060.83429200
2021-02-28 00:00:00+00:00,46103.67000000,46638.46000000,43000.00000000,45135.66000000,83055.36904200
2021-03-01 00:00:00+00:00,45134.11000000,49790.00000000,44950.53000000,49587.03000000,85086.11164800
2021-03-02 00:00:00+00:00,49595.76000000,50200.00000000,47047.60000000,48440.65000000,64221.06214000
2021-03-03 00:00:00+00:00,48436.61000000,52640.00000000,48100.71000000,50349.37000000,81035.91370500
2021-03-04 00:00:00+00:00,50349.37000000,51773.88000000,47500.00000000,48374.09000000,82649.71682900
2021-03-05 00:00:00+00:00,48374.09000000,49448.93000000,46300.00000000,48751.71000000,78192.49637200
2021-03-06 00:00:00+00:00,48746.81000000,49200.00000000,47070.00000000,48882.20000000,44399.23424200
2021-03-07 00:00:00+00:00,48882.20000000,51450.03000000,48882.20000000,50971.75000000,55235.02803200
2021-03-08 00:00:00+00:00,50959.11000000,52402.78000000,49274.67000000,52375.17000000,66987.35966400
2021-03-09 00:00:00+00:00,52375.18000000,54895.00000000,51789.41000000,54884.50000000,71656.73707600
2021-03-10 00:00:00+00:00,54874.67000000,57387.69000000,53005.00000000,55851.59000000,84749.23894300
2021-03-11 00:00:00+00:00,55851.59000000,58150.00000000,54272.82000000,57773.16000000,81914.81285900
2021-03-12 00:00:00+00:00,57773.15000000,58081.51000000,54962.84000000,57221.72000000,73405.40604700
2021-03-13 00:00:00+00:00,57221.72000000,61844.00000000,56078.23000000,61188.39000000,83245.09134600
2021-03-14 00:00:00+00:00,61188.38000000,61724.79000000,58966.78000000,58968.31000000,52601.05275000
2021-03-15 00:00:00+00:00,58976.08000000,60633.43000000,54600.00000000,55605.20000000,102771.42729800
2021-03-16 00:00:00+00:00,55605.20000000,56938.29000000,53271.34000000,56900.75000000,77986.69435500
2021-03-17 00:00:00+00:00,56900.74000000,58974.73000000,54123.69000000,58912.97000000,70421.62084100
2021-03-18 00:00:00+00:00,58912.97000000,60129.97000000,57023.00000000,57648.16000000,66580.40667500
2021-03-19 00:00:00+00:00,57641.00000000,59468.00000000,56270.74000000,58030.01000000,52392.65296100
2021-03-20 00:00:00+00:00,58030.01000000,59880.00000000,57820.17000000,58102.28000000,44476.94177600
2021-03-21 00:00:00+00:00,58100.02000000,58589.10000000,55450.11000000,57351.56000000,48564.47027400
2021-03-22 00:00:00+00:00,57351.56000000,58430.73000000,53650.00000000,54083.25000000,62581.62616900
2021-03-23 00:00:00+00:00,54083.25000000,55830.90000000,53000.00000000,54340.89000000,59789.36542700
2021-03-24 00:00:00+00:00,54342.80000000,57200.00000000,51700.00000000,52303.65000000,83537.46502100
2021-03-25 00:00:00+00:00,52303.66000000,53287.00000000,50427.56000000,51293.78000000,87400.53453800
2021-03-26 00:00:00+00:00,51293.78000000,55073.46000000,51214.60000000,55025.59000000,63813.77469200
2021-03-27 00:00:00+00:00,55025.59000000,56700.36000000,53950.00000000,55817.14000000,50105.47505500
2021-03-28 00:00:00+00:00,55817.14000000,56559.75000000,54691.84000000,55777.63000000,39050.38751100
2021-03-29 00:00:00+00:00,55777.65000000,58405.82000000,54800.01000000,57635.47000000,67857.93739800
2021-03-30 00:00:00+00:00,57635.46000000,59368.00000000,57071.35000000,58746.57000000,55122.44312200
